pathway	old_NES	old_padj	new_NES	new_padj	file	complete_pair	significance_state
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.27207026862429	0.106446984773453	1.16633956954115	0.20536746819795	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.12934044690472	2.72682235186891e-08	2.08018755086999	4.92176931135502e-08	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_ESTROGEN_RESPONSE_LATE	2.25904259733377	1.22916998085452e-09	2.26005831968131	6.450905631802601e-10	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_FATTY_ACID_METABOLISM	1.43544736732827	0.0250989921499311	1.40814340457044	0.0237672704373559	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_G2M_CHECKPOINT	1.90792626893333	6.19241466407226e-06	2.01161980193753	3.90246441690804e-07	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_GLYCOLYSIS	1.16737595640999	0.199360609217285	1.11228267285377	0.284196448473141	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_HEDGEHOG_SIGNALING	1.31354098992137	0.168005843681519	1.29638027031488	0.168018818107628	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_HEME_METABOLISM	1.49295336684333	0.0090806390805751	1.3991966500718	0.0281060496387276	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_HYPOXIA	2.06559852760674	8.37022391693271e-08	2.1233048028626	2.73201950206477e-08	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_IL2_STAT5_SIGNALING	2.11917390488472	2.72682235186891e-08	2.21818297266946	7.08753861436574e-10	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.47694350120348	0.0457992152355496	1.51301600469381	0.0141464536495689	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_INFLAMMATORY_RESPONSE	1.69129875459214	0.0007709965311602	1.73643178743093	0.0003260989969926	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.76510151773332	0.0016201301509568	-1.66673437099578	0.0035706791318561	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.1891069993829	0.168937943462102	1.29210601216736	0.0711201422402845	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_KRAS_SIGNALING_DN	1.70646714859674	0.0026174550109164	1.44535878778104	0.036448010881628	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_KRAS_SIGNALING_UP	1.44123199646493	0.0136695620732883	1.45209606656325	0.0195014026116843	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_MITOTIC_SPINDLE	1.82516058562405	3.20275464336143e-05	1.768690359801	0.0001091059361799	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_MTORC1_SIGNALING	1.95307285772172	5.88215150179077e-07	2.05262610110997	7.74172556040764e-08	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_MYC_TARGETS_V1	1.20269151289552	0.162384378211716	1.24543739139754	0.108393420990622	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_MYC_TARGETS_V2	1.50999947427502	0.0493952275988733	1.53609295600621	0.0281060496387276	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_MYOGENESIS	2.4903159446911	2.96317499055788e-14	2.06106614059461	1.53036916007157e-07	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_NOTCH_SIGNALING	0.886506303026562	0.653419262441819	0.90350990908889	0.652274920476071	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.902317397021468	0.69164265129683	0.713197671416606	0.990566037735849	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
HALLMARK_P53_PATHWAY	1.65629177754575	0.0006666935136577	1.70133353084603	0.0002341911440335	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained significant
HALLMARK_PANCREAS_BETA_CELLS	-1.54520377945477	0.0450483366211707	-1.51805237194598	0.0608295340550184	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Lost significance
HALLMARK_PEROXISOME	0.914070330628296	0.653419262441819	0.910384955218637	0.652274920476071	GSEA_Hallmark_fibroblast_DMED_vs_normal.tsv	True	Retained non-significant
